pipeline_layer,dataset_name,source_layer,source_rows,silver_rows,column_count,cities,output_files,parquet_status
silver,clean_master_listings,bronze,40255,40255,50,"{'lisbon': 25449, 'porto': 14806}","{'parquet': 'C:\\Users\\mario\\Documents\\DSMLAISL LEARNING PATH\\Portugal-Rental-Investment-\\code files\\data\\silver\\listings\\clean_master_listings.parquet', 'csv': 'C:\\Users\\mario\\Documents\\DSMLAISL LEARNING PATH\\Portugal-Rental-Investment-\\code files\\data\\silver\\listings\\clean_master_listings.csv', 'null_audit': 'C:\\Users\\mario\\Documents\\DSMLAISL LEARNING PATH\\Portugal-Rental-Investment-\\code files\\data\\silver\\metadata\\null_audit.csv', 'column_profile': 'C:\\Users\\mario\\Documents\\DSMLAISL LEARNING PATH\\Portugal-Rental-Investment-\\code files\\data\\silver\\metadata\\column_profile.csv', 'location_labels': 'C:\\Users\\mario\\Documents\\DSMLAISL LEARNING PATH\\Portugal-Rental-Investment-\\code files\\data\\silver\\metadata\\location_labels.csv'}","skipped: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
