group_type,group_value,rows,baseline_residual_mean,baseline_residual_std,segmented_residual_mean,segmented_residual_std,blended_residual_mean,blended_residual_std
actual_segment,luxury,50,-107.07357410199731,65.25150340415851,-101.8608851091246,71.84419273036526,-102.6998271821303,68.7091142618599
actual_segment,normal,1951,0.07023122160728555,35.648915813833824,4.4398399443150325,35.48495249752208,3.241364803147273,35.27877636236191
actual_bucket,high_price,263,-23.387214811443798,48.20021624266799,-18.66627784228162,46.42184986281017,-20.259557118515858,46.582855115200815
actual_bucket,low_price,1048,10.660357861509986,21.58967734274883,14.026976478867772,23.682298774696033,13.343905270641738,22.83923132150063
actual_bucket,luxury_extreme_price,105,-87.21552784686357,62.300758905124496,-81.11683007908124,63.698081187994404,-82.50565285045722,62.30495572504366
actual_bucket,medium_price,585,-1.8465721560275643,34.4646986870608,3.9236074476454266,34.43514435014906,2.044197811399921,33.977976576919694
