fold,holdout_rows,fair_price_r2,fair_price_rmse,fair_price_mae,chosen_blend_strategy
1,2668,0.666865744287161,41.68843285762674,28.190387966750855,"{'strategy': 'segment_specific_weight', 'weight_scope': 'predicted_segment', 'weight_normal': 0.55, 'weight_luxury': 0.9, 'r2': 0.665905782190163, 'rmse': 41.62514417376786, 'mae': 27.877842103338082, 'mape': 0.1990873451772255, 'residual_mean': -1.5340272926450678, 'residual_std': 41.596867523316945}"
2,2668,0.6847136784349562,41.94114325558031,28.267649877033527,"{'strategy': 'bucket_specific_weight', 'weight_scope': 'predicted_price_bucket_from_baseline', 'global_fallback_weight': 0.33, 'r2': 0.6564625446755847, 'rmse': 44.16001221885718, 'mae': 28.758852188096075, 'mape': 0.19713739107127776, 'residual_mean': -4.3384480342068, 'residual_std': 43.946382647768665}"
3,2668,0.6549472706297061,42.21043262752157,28.94568952940502,"{'strategy': 'bucket_specific_weight', 'weight_scope': 'predicted_price_bucket_from_baseline', 'global_fallback_weight': 0.74, 'r2': 0.657107554120427, 'rmse': 45.156356487833534, 'mae': 30.56227162891435, 'mape': 0.2098465991613389, 'residual_mean': -3.358538855799614, 'residual_std': 45.03128632418122}"
